Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037137000","Census Tract 1370, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1370",,,,1703,22,49,12,93,30,0,40,60,33,59,96,329,147,82,116,535,1.29,2.88,0.7,5.46,1.76,0,2.35,3.52,1.94,3.46,5.64,19.32,8.63,4.82,6.81,31.42
"06037137103","Census Tract 1371.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1371.03",,,,2395,81,40,151,53,33,69,29,43,54,208,162,437,323,169,296,247,3.38,1.67,6.3,2.21,1.38,2.88,1.21,1.8,2.25,8.68,6.76,18.25,13.49,7.06,12.36,10.31
"06037137104","Census Tract 1371.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1371.04",,,,971,94,34,0,74,18,0,24,24,7,36,55,145,51,87,126,196,9.68,3.5,0,7.62,1.85,0,2.47,2.47,0.72,3.71,5.66,14.93,5.25,8.96,12.98,20.19
"06037137202","Census Tract 1372.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1372.02",,,,1368,88,10,91,88,16,54,0,26,26,114,177,252,22,79,51,274,6.43,0.73,6.65,6.43,1.17,3.95,0,1.9,1.9,8.33,12.94,18.42,1.61,5.77,3.73,20.03
"06037137203","Census Tract 1372.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1372.03",,,,837,70,0,22,7,11,0,10,24,24,26,30,99,118,63,105,228,8.36,0,2.63,0.84,1.31,0,1.19,2.87,2.87,3.11,3.58,11.83,14.1,7.53,12.54,27.24
"06037137301","Census Tract 1373.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1373.01",,,,746,7,6,0,0,9,7,25,13,0,21,32,38,48,116,109,315,0.94,0.8,0,0,1.21,0.94,3.35,1.74,0,2.82,4.29,5.09,6.43,15.55,14.61,42.23
"06037137302","Census Tract 1373.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1373.02",,,,1548,16,44,22,7,34,11,9,22,36,59,40,68,203,83,316,578,1.03,2.84,1.42,0.45,2.2,0.71,0.58,1.42,2.33,3.81,2.58,4.39,13.11,5.36,20.41,37.34
"06037137401","Census Tract 1374.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1374.01",,,,1567,99,0,34,31,0,0,30,0,18,34,46,80,207,288,175,525,6.32,0,2.17,1.98,0,0,1.91,0,1.15,2.17,2.94,5.11,13.21,18.38,11.17,33.5
"06037137402","Census Tract 1374.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1374.02",,,,2038,33,27,9,0,45,44,113,17,96,25,83,179,250,165,249,703,1.62,1.32,0.44,0,2.21,2.16,5.54,0.83,4.71,1.23,4.07,8.78,12.27,8.1,12.22,34.49
"06037137501","Census Tract 1375.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1375.01",,,,2026,160,16,70,34,49,74,130,35,46,33,131,152,222,271,158,445,7.9,0.79,3.46,1.68,2.42,3.65,6.42,1.73,2.27,1.63,6.47,7.5,10.96,13.38,7.8,21.96
"06037137502","Census Tract 1375.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1375.02",,,,1695,58,11,45,22,10,10,17,37,37,28,188,212,149,86,164,621,3.42,0.65,2.65,1.3,0.59,0.59,1,2.18,2.18,1.65,11.09,12.51,8.79,5.07,9.68,36.64
"06037137504","Census Tract 1375.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"137504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1375.04",,,,662,0,0,0,8,4,4,10,4,0,26,39,35,56,39,94,343,0,0,0,1.21,0.6,0.6,1.51,0.6,0,3.93,5.89,5.29,8.46,5.89,14.2,51.81
"06037138000","Census Tract 1380, Los Angeles County, California","ca","140","00",,,,"06","037",,,"138000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1380",,,,1832,63,16,57,22,27,0,8,38,41,63,16,183,365,131,274,528,3.44,0.87,3.11,1.2,1.47,0,0.44,2.07,2.24,3.44,0.87,9.99,19.92,7.15,14.96,28.82
"06037139001","Census Tract 1390.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1390.01",,,,2233,163,25,33,0,19,46,38,29,38,226,171,356,202,184,338,365,7.3,1.12,1.48,0,0.85,2.06,1.7,1.3,1.7,10.12,7.66,15.94,9.05,8.24,15.14,16.35
"06037139200","Census Tract 1392, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1392",,,,2294,104,0,53,48,12,40,44,44,68,238,223,440,135,127,332,386,4.53,0,2.31,2.09,0.52,1.74,1.92,1.92,2.96,10.37,9.72,19.18,5.88,5.54,14.47,16.83
"06037139301","Census Tract 1393.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1393.01",,,,1479,22,8,0,50,24,25,18,0,0,46,73,123,117,139,191,643,1.49,0.54,0,3.38,1.62,1.69,1.22,0,0,3.11,4.94,8.32,7.91,9.4,12.91,43.48
"06037139302","Census Tract 1393.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1393.02",,,,1944,84,102,48,70,18,42,55,97,56,124,177,424,267,166,119,95,4.32,5.25,2.47,3.6,0.93,2.16,2.83,4.99,2.88,6.38,9.1,21.81,13.73,8.54,6.12,4.89
"06037139303","Census Tract 1393.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1393.03",,,,2154,109,257,127,101,51,104,153,35,50,136,269,134,131,72,165,260,5.06,11.93,5.9,4.69,2.37,4.83,7.1,1.62,2.32,6.31,12.49,6.22,6.08,3.34,7.66,12.07
"06037139401","Census Tract 1394.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1394.01",,,,1158,34,82,80,33,19,109,15,29,50,64,44,135,135,121,53,155,2.94,7.08,6.91,2.85,1.64,9.41,1.3,2.5,4.32,5.53,3.8,11.66,11.66,10.45,4.58,13.39
"06037139402","Census Tract 1394.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1394.02",,,,946,52,0,0,46,9,33,0,10,29,10,49,94,39,72,150,353,5.5,0,0,4.86,0.95,3.49,0,1.06,3.07,1.06,5.18,9.94,4.12,7.61,15.86,37.32
"06037139502","Census Tract 1395.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1395.02",,,,1163,29,47,38,9,7,16,55,17,10,72,62,130,163,35,241,232,2.49,4.04,3.27,0.77,0.6,1.38,4.73,1.46,0.86,6.19,5.33,11.18,14.02,3.01,20.72,19.95
"06037139504","Census Tract 1395.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1395.04",,,,1804,181,132,106,48,63,94,35,70,44,72,218,301,65,165,68,142,10.03,7.32,5.88,2.66,3.49,5.21,1.94,3.88,2.44,3.99,12.08,16.69,3.6,9.15,3.77,7.87
"06037139505","Census Tract 1395.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1395.05",,,,1522,291,121,10,45,67,91,30,88,60,92,315,182,83,35,3,9,19.12,7.95,0.66,2.96,4.4,5.98,1.97,5.78,3.94,6.04,20.7,11.96,5.45,2.3,0.2,0.59
"06037139506","Census Tract 1395.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1395.06",,,,1486,65,47,17,131,38,88,12,68,148,111,281,115,43,157,60,105,4.37,3.16,1.14,8.82,2.56,5.92,0.81,4.58,9.96,7.47,18.91,7.74,2.89,10.57,4.04,7.07
"06037139600","Census Tract 1396, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1396",,,,2286,147,0,16,131,75,30,0,31,50,109,243,352,226,269,171,436,6.43,0,0.7,5.73,3.28,1.31,0,1.36,2.19,4.77,10.63,15.4,9.89,11.77,7.48,19.07
"06037139701","Census Tract 1397.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1397.01",,,,2115,238,0,35,53,0,16,13,0,10,75,116,55,228,195,292,789,11.25,0,1.65,2.51,0,0.76,0.61,0,0.47,3.55,5.48,2.6,10.78,9.22,13.81,37.3
"06037139703","Census Tract 1397.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1397.03",,,,865,24,18,0,6,33,5,12,23,22,11,26,46,80,47,101,411,2.77,2.08,0,0.69,3.82,0.58,1.39,2.66,2.54,1.27,3.01,5.32,9.25,5.43,11.68,47.51
"06037139704","Census Tract 1397.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1397.04",,,,982,13,14,55,0,0,0,7,0,0,16,66,109,120,171,90,321,1.32,1.43,5.6,0,0,0,0.71,0,0,1.63,6.72,11.1,12.22,17.41,9.16,32.69
"06037139705","Census Tract 1397.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1397.05",,,,1318,0,0,0,14,17,16,0,0,0,0,42,110,62,128,171,758,0,0,0,1.06,1.29,1.21,0,0,0,0,3.19,8.35,4.7,9.71,12.97,57.51
"06037139801","Census Tract 1398.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1398.01",,,,1218,30,12,0,0,52,65,0,10,28,47,36,71,64,72,117,614,2.46,0.99,0,0,4.27,5.34,0,0.82,2.3,3.86,2.96,5.83,5.25,5.91,9.61,50.41
"06037139802","Census Tract 1398.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"139802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1398.02",,,,1424,47,74,21,0,10,25,14,0,0,53,64,54,92,57,115,798,3.3,5.2,1.47,0,0.7,1.76,0.98,0,0,3.72,4.49,3.79,6.46,4,8.08,56.04
"06037141101","Census Tract 1411.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1411.01",,,,2275,165,0,16,125,118,61,16,106,54,171,244,288,113,84,225,489,7.25,0,0.7,5.49,5.19,2.68,0.7,4.66,2.37,7.52,10.73,12.66,4.97,3.69,9.89,21.49
"06037141102","Census Tract 1411.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1411.02",,,,1347,68,3,92,27,68,81,39,30,11,62,57,84,128,34,240,323,5.05,0.22,6.83,2,5.05,6.01,2.9,2.23,0.82,4.6,4.23,6.24,9.5,2.52,17.82,23.98
"06037141201","Census Tract 1412.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1412.01",,,,2133,103,36,7,34,31,47,112,29,25,239,344,324,173,263,207,159,4.83,1.69,0.33,1.59,1.45,2.2,5.25,1.36,1.17,11.2,16.13,15.19,8.11,12.33,9.7,7.45
"06037141202","Census Tract 1412.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1412.02",,,,1448,66,15,0,10,75,31,50,30,13,64,124,172,254,90,95,359,4.56,1.04,0,0.69,5.18,2.14,3.45,2.07,0.9,4.42,8.56,11.88,17.54,6.22,6.56,24.79
"06037141303","Census Tract 1413.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1413.03",,,,1666,66,144,63,8,5,18,87,35,70,115,112,179,218,179,184,183,3.96,8.64,3.78,0.48,0.3,1.08,5.22,2.1,4.2,6.9,6.72,10.74,13.09,10.74,11.04,10.98
"06037141304","Census Tract 1413.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1413.04",,,,1499,101,103,22,13,75,33,9,34,44,63,90,140,128,76,198,370,6.74,6.87,1.47,0.87,5,2.2,0.6,2.27,2.94,4.2,6,9.34,8.54,5.07,13.21,24.68
"06037141305","Census Tract 1413.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1413.05",,,,1411,66,59,46,78,15,66,34,0,0,26,133,220,162,219,103,184,4.68,4.18,3.26,5.53,1.06,4.68,2.41,0,0,1.84,9.43,15.59,11.48,15.52,7.3,13.04
"06037141306","Census Tract 1413.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1413.06",,,,1482,37,0,0,10,35,29,7,70,51,39,125,342,223,43,103,368,2.5,0,0,0.67,2.36,1.96,0.47,4.72,3.44,2.63,8.43,23.08,15.05,2.9,6.95,24.83
"06037141400","Census Tract 1414, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1414",,,,1990,31,79,46,83,79,62,54,32,14,73,123,261,252,114,114,573,1.56,3.97,2.31,4.17,3.97,3.12,2.71,1.61,0.7,3.67,6.18,13.12,12.66,5.73,5.73,28.79
"06037141500","Census Tract 1415, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1415",,,,1103,17,0,0,0,37,12,10,40,16,0,17,68,143,74,66,603,1.54,0,0,0,3.35,1.09,0.91,3.63,1.45,0,1.54,6.17,12.96,6.71,5.98,54.67
"06037141600","Census Tract 1416, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1416",,,,1729,50,17,12,129,9,17,0,0,67,0,56,209,90,85,222,766,2.89,0.98,0.69,7.46,0.52,0.98,0,0,3.88,0,3.24,12.09,5.21,4.92,12.84,44.3
"06037141700","Census Tract 1417, Los Angeles County, California","ca","140","00",,,,"06","037",,,"141700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1417",,,,1162,19,8,9,10,0,0,8,0,0,9,17,80,63,78,106,755,1.64,0.69,0.77,0.86,0,0,0.69,0,0,0.77,1.46,6.88,5.42,6.71,9.12,64.97
"06037143101","Census Tract 1431.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1431.01",,,,1074,0,34,11,83,9,35,21,0,0,19,11,355,88,39,68,301,0,3.17,1.02,7.73,0.84,3.26,1.96,0,0,1.77,1.02,33.05,8.19,3.63,6.33,28.03
"06037143102","Census Tract 1431.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1431.02",,,,1208,0,21,41,43,0,11,37,0,37,91,86,158,175,73,184,251,0,1.74,3.39,3.56,0,0.91,3.06,0,3.06,7.53,7.12,13.08,14.49,6.04,15.23,20.78
"06037143200","Census Tract 1432, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1432",,,,2065,83,79,121,57,105,81,12,0,61,164,91,345,213,123,290,240,4.02,3.83,5.86,2.76,5.08,3.92,0.58,0,2.95,7.94,4.41,16.71,10.31,5.96,14.04,11.62
"06037143301","Census Tract 1433.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1433.01",,,,1589,75,13,144,59,56,9,73,84,23,40,126,132,317,74,200,164,4.72,0.82,9.06,3.71,3.52,0.57,4.59,5.29,1.45,2.52,7.93,8.31,19.95,4.66,12.59,10.32
"06037143302","Census Tract 1433.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1433.02",,,,1618,120,17,31,51,0,74,0,11,41,42,125,286,135,132,306,247,7.42,1.05,1.92,3.15,0,4.57,0,0.68,2.53,2.6,7.73,17.68,8.34,8.16,18.91,15.27
"06037143401","Census Tract 1434.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1434.01",,,,2304,91,65,18,14,0,116,18,0,0,107,152,227,296,209,349,642,3.95,2.82,0.78,0.61,0,5.03,0.78,0,0,4.64,6.6,9.85,12.85,9.07,15.15,27.86
"06037143402","Census Tract 1434.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1434.02",,,,771,40,0,16,6,0,5,15,63,0,67,30,82,36,16,111,284,5.19,0,2.08,0.78,0,0.65,1.95,8.17,0,8.69,3.89,10.64,4.67,2.08,14.4,36.84
"06037143500","Census Tract 1435, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1435",,,,2334,21,51,37,32,50,25,0,29,130,160,127,120,112,259,316,865,0.9,2.19,1.59,1.37,2.14,1.07,0,1.24,5.57,6.86,5.44,5.14,4.8,11.1,13.54,37.06
"06037143602","Census Tract 1436.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1436.02",,,,2258,109,37,0,70,142,74,0,100,334,99,89,100,298,213,0,593,4.83,1.64,0,3.1,6.29,3.28,0,4.43,14.79,4.38,3.94,4.43,13.2,9.43,0,26.26
"06037143603","Census Tract 1436.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1436.03",,,,1331,87,17,0,83,9,28,0,38,16,114,153,168,227,96,66,229,6.54,1.28,0,6.24,0.68,2.1,0,2.85,1.2,8.56,11.5,12.62,17.05,7.21,4.96,17.21
"06037143605","Census Tract 1436.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1436.05",,,,932,126,0,0,78,19,15,0,0,41,0,99,54,232,63,98,107,13.52,0,0,8.37,2.04,1.61,0,0,4.4,0,10.62,5.79,24.89,6.76,10.52,11.48
"06037143606","Census Tract 1436.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1436.06",,,,1003,74,43,0,33,82,0,14,37,38,33,46,115,52,132,208,96,7.38,4.29,0,3.29,8.18,0,1.4,3.69,3.79,3.29,4.59,11.47,5.18,13.16,20.74,9.57
"06037143700","Census Tract 1437, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1437",,,,1800,49,29,60,0,102,9,8,48,30,83,128,142,114,128,127,743,2.72,1.61,3.33,0,5.67,0.5,0.44,2.67,1.67,4.61,7.11,7.89,6.33,7.11,7.06,41.28
"06037143801","Census Tract 1438.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1438.01",,,,1384,62,21,18,16,6,0,11,16,0,16,110,118,62,125,160,643,4.48,1.52,1.3,1.16,0.43,0,0.79,1.16,0,1.16,7.95,8.53,4.48,9.03,11.56,46.46
"06037143802","Census Tract 1438.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1438.02",,,,1049,50,18,16,0,31,20,20,12,13,88,30,61,116,176,117,281,4.77,1.72,1.53,0,2.96,1.91,1.91,1.14,1.24,8.39,2.86,5.82,11.06,16.78,11.15,26.79
"06037143901","Census Tract 1439.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1439.01",,,,1583,8,0,0,23,29,9,0,24,40,155,17,41,69,241,124,803,0.51,0,0,1.45,1.83,0.57,0,1.52,2.53,9.79,1.07,2.59,4.36,15.22,7.83,50.73
"06037143902","Census Tract 1439.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"143902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1439.02",,,,1389,64,10,18,35,8,0,64,81,19,43,76,85,97,126,181,482,4.61,0.72,1.3,2.52,0.58,0,4.61,5.83,1.37,3.1,5.47,6.12,6.98,9.07,13.03,34.7
"06037181000","Census Tract 1810, Los Angeles County, California","ca","140","00",,,,"06","037",,,"181000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1810",,,,2197,36,43,124,10,24,83,38,107,0,80,155,232,131,190,244,700,1.64,1.96,5.64,0.46,1.09,3.78,1.73,4.87,0,3.64,7.06,10.56,5.96,8.65,11.11,31.86
"06037181300","Census Tract 1813, Los Angeles County, California","ca","140","00",,,,"06","037",,,"181300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1813",,,,1288,6,33,23,19,24,22,18,0,0,113,70,75,107,196,230,352,0.47,2.56,1.79,1.48,1.86,1.71,1.4,0,0,8.77,5.43,5.82,8.31,15.22,17.86,27.33
"06037181400","Census Tract 1814, Los Angeles County, California","ca","140","00",,,,"06","037",,,"181400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1814",,,,1647,82,0,24,41,0,20,25,21,0,176,149,251,201,158,251,248,4.98,0,1.46,2.49,0,1.21,1.52,1.28,0,10.69,9.05,15.24,12.2,9.59,15.24,15.06
"06037181500","Census Tract 1815, Los Angeles County, California","ca","140","00",,,,"06","037",,,"181500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1815",,,,1325,41,31,30,74,76,11,4,21,17,49,77,77,155,128,187,347,3.09,2.34,2.26,5.58,5.74,0.83,0.3,1.58,1.28,3.7,5.81,5.81,11.7,9.66,14.11,26.19
"06037181600","Census Tract 1816, Los Angeles County, California","ca","140","00",,,,"06","037",,,"181600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1816",,,,1055,9,4,16,34,118,0,15,17,44,47,80,94,127,115,128,207,0.85,0.38,1.52,3.22,11.18,0,1.42,1.61,4.17,4.45,7.58,8.91,12.04,10.9,12.13,19.62
"06037183101","Census Tract 1831.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1831.01",,,,1154,84,35,29,0,44,26,18,10,94,86,70,83,98,77,105,295,7.28,3.03,2.51,0,3.81,2.25,1.56,0.87,8.15,7.45,6.07,7.19,8.49,6.67,9.1,25.56
"06037183103","Census Tract 1831.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1831.03",,,,1623,93,70,16,20,20,49,49,15,5,198,159,251,215,113,134,216,5.73,4.31,0.99,1.23,1.23,3.02,3.02,0.92,0.31,12.2,9.8,15.47,13.25,6.96,8.26,13.31
"06037183104","Census Tract 1831.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1831.04",,,,744,54,31,10,29,8,25,7,7,31,5,87,71,42,79,103,155,7.26,4.17,1.34,3.9,1.08,3.36,0.94,0.94,4.17,0.67,11.69,9.54,5.65,10.62,13.84,20.83
"06037183220","Census Tract 1832.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1832.20",,,,1066,51,11,67,0,43,38,40,0,9,38,82,145,124,170,122,126,4.78,1.03,6.29,0,4.03,3.56,3.75,0,0.84,3.56,7.69,13.6,11.63,15.95,11.44,11.82
"06037183221","Census Tract 1832.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1832.21",,,,1137,0,48,23,33,54,43,50,38,39,106,46,94,55,120,114,274,0,4.22,2.02,2.9,4.75,3.78,4.4,3.34,3.43,9.32,4.05,8.27,4.84,10.55,10.03,24.1
"06037183222","Census Tract 1832.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"183222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 1832.22",,,,1555,74,92,39,23,73,56,0,93,30,36,40,213,65,153,251,317,4.76,5.92,2.51,1.48,4.69,3.6,0,5.98,1.93,2.32,2.57,13.7,4.18,9.84,16.14,20.39
